Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7595,Press_Your_Luck_2010_Edition,DS,2009,Misc,Ubisoft,0.19,0,0,0.01,0.2
7596,Treasure_World,DS,2009,Simulation,Aspyr,0.19,0,0,0.01,0.2
7597,Front_Mission_Evolved,X360,2010,Shooter,Square_Enix,0.1,0.07,0.02,0.02,0.2
7598,Body_and_Brain_Connection,X360,2010,Misc,Namco_Bandai_Games,0.1,0.08,0,0.02,0.2
7599,MDK,PS,1997,Shooter,Interplay,0.11,0.08,0,0.01,0.2
7600,Monster_Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2
7601,Afro_Samurai,PS3,2009,Action,Atari,0.12,0.05,0,0.03,0.2
7602,Rock_Band_Track_Pack:_Classic_Rock,PS2,2009,Misc,MTV_Games,0.1,0.08,0,0.03,0.2
7603,Zone_of_the_Enders_HD_Collection,X360,2012,Simulation,Konami_Digital_Entertainment,0.14,0.04,0.01,0.02,0.2
7604,Ty_the_Tasmanian_Tiger_2:_Bush_Rescue,GC,2004,Platform,Electronic_Arts,0.15,0.04,0,0.01,0.2
7605,Speed_Punks,PS,1998,Racing,Sony_Computer_Entertainment,0.11,0.08,0,0.01,0.2
7606,The_Legend_of_Heroes_VII:_The_Trail_of_Blue,PSP,2011,Role-Playing,Falcom_Corporation,0,0,0.2,0,0.2
7607,No_More_Heroes:_Heroes'_Paradise,PS3,2010,Action,Konami_Digital_Entertainment,0.1,0.04,0.04,0.02,0.2
7608,Mahjongg_Mysteries:_Ancient_Egypt,DS,2010,Puzzle,Avanquest,0.07,0.11,0,0.02,0.2
7609,Saints_Row_IV,XOne,2015,Action,Deep_Silver,0.1,0.09,0,0.02,0.2
7610,Injustice:_Gods_Among_Us,WiiU,2013,Fighting,Warner_Bros._Interactive_Entertainment,0.1,0.08,0,0.02,0.2
7611,MVP_Baseball_2003,XB,2003,Sports,Electronic_Arts,0.15,0.04,0,0.01,0.2
7612,CSI:_Unsolved!,DS,2010,Adventure,Ubisoft,0.13,0.06,0,0.02,0.2
7613,Star_Wars:_Battlefront,PC,2004,Shooter,LucasArts,0.06,0.12,0,0.02,0.2
7614,NCAA_Final_Four_2004,PS2,2003,Sports,Sony_Computer_Entertainment,0.1,0.08,0,0.03,0.2
7615,"The_Chronicles_of_Narnia:_The_Lion,_The_Witch_and_The_Wardrobe",XB,2005,Action,Disney_Interactive_Studios,0.15,0.04,0,0.01,0.2
7616,Tigger's_Honey_Hunt,N64,2000,Platform,Ubisoft,0.16,0.04,0,0,0.2
7617,Famista_64,N64,N/A,Sports,Namco_Bandai_Games,0,0,0.17,0.03,0.2
7618,Roadsters_99,N64,1999,Racing,Titus,0.06,0.13,0,0.01,0.2
7619,Magical_Tetris_Challenge,N64,1997,Puzzle,Activision,0.13,0.02,0.05,0,0.2
7620,Twisted_Edge_Extreme_Snowboarding,N64,1998,Sports,Kemco,0.16,0.04,0,0,0.2
7621,Disney's_Tarzan,N64,2000,Platform,Activision,0.16,0.04,0,0,0.2
7622,South_Park_Rally,N64,2000,Racing,Acclaim_Entertainment,0.16,0.04,0,0,0.2
7623,Body_Harvest,N64,1998,Shooter,Gremlin_Interactive_Ltd,0.16,0.04,0,0,0.2
7624,San_Francisco_Rush_2049,N64,2000,Racing,Midway_Games,0.16,0.04,0,0,0.2
7625,Super_Robot_Taisen_64,N64,1999,Strategy,Banpresto,0,0,0.2,0,0.2
7626,Snowboard_Kids,N64,1996,Sports,Atlus,0.16,0.04,0,0,0.2
7627,NBA_07,PSP,2006,Sports,Sony_Computer_Entertainment,0.18,0,0,0.02,0.2
7628,IHRA_Drag_Racing_2004,XB,2003,Racing,Bethesda_Softworks,0.15,0.04,0,0.01,0.2
7629,Shining_Hearts,PSP,2010,Role-Playing,Sega,0,0,0.2,0,0.2
7630,Magical_ZhuZhu_Princess:_Carriages_&_Castles,DS,2011,Simulation,Activision,0.14,0.04,0,0.02,0.2
7631,Code_of_Princess,3DS,2012,Action,Agatsuma_Entertainment,0.16,0,0.03,0.01,0.2
7632,Tomb_Raider:_Underworld,DS,2008,Action,Eidos_Interactive,0.16,0.03,0,0.02,0.2
7633,The_Con,PSP,2005,Fighting,Sony_Computer_Entertainment,0.18,0,0,0.02,0.2
7634,Tony_Hawk's_Pro_Skater_5,PS4,2015,Sports,Activision,0.09,0.08,0,0.03,0.2
7635,Jissen_Pachi-Slot_Hisshouhou!_Aladdin_A,PS2,2002,Misc,Sammy_Corporation,0,0,0.2,0,0.2
7636,Namco_Museum:_50th_Anniversary,GBA,2005,Misc,Namco_Bandai_Games,0.14,0.05,0,0,0.2
7637,Ford_Racing_Off_Road,PS2,2008,Racing,Xplosiv,0.1,0.08,0,0.03,0.2
7638,The_Witch_and_the_Hundred_Knight,PS3,2013,Role-Playing,Nippon_Ichi_Software,0.06,0.02,0.1,0.01,0.2
7639,Nobunaga_no_Yabou:_Reppuuden,PS,1999,Strategy,Tecmo_Koei,0,0,0.19,0.01,0.2
7640,Hot_Wheels:_Track_Attack,Wii,2010,Racing,THQ,0.15,0.04,0,0.01,0.2
7641,Schlag_den_Raab,Wii,2010,Misc,Namco_Bandai_Games,0,0.17,0,0.03,0.2
7642,UFC_Personal_Trainer:_The_Ultimate_Fitness_System,PS3,2011,Sports,THQ,0.08,0.09,0,0.04,0.2
7643,Total_War:_Shogun_2_-_Fall_of_the_Samurai,PC,2012,Strategy,Sega,0.07,0.1,0,0.03,0.2
7644,The_BIGS_2,PS2,2009,Sports,Take-Two_Interactive,0.1,0.08,0,0.03,0.2
7645,Mat_Hoffman's_Pro_BMX_2,XB,2002,Sports,Activision,0.15,0.04,0,0.01,0.2
7646,Treasure_Hunter_G,SNES,1996,Role-Playing,SquareSoft,0,0,0.2,0,0.2
7647,Untold_Legends:_Dark_Kingdom,PS3,2006,Role-Playing,Electronic_Arts,0.14,0.02,0.02,0.02,0.2
7648,From_Russia_With_Love,XB,2005,Action,Electronic_Arts,0.15,0.04,0,0.01,0.2
7649,Wing_Arms,SAT,1994,Shooter,Sega,0,0,0.2,0,0.2
7650,Dead_Space_3,PC,N/A,Action,Electronic_Arts,0.02,0.15,0,0.02,0.2
7651,Pro_Yaky?_Spirits_2013,PS3,2013,Sports,Konami_Digital_Entertainment,0,0,0.2,0,0.2
7652,We_Wish_You_A_Merry_Christmas,Wii,2009,Action,Destineer,0.14,0.04,0,0.02,0.2
7653,BioShock_The_Collection,PS4,2016,Shooter,Take-Two_Interactive,0.05,0.11,0.01,0.03,0.2
7654,DanceDanceRevolution,PS3,2010,Simulation,Konami_Digital_Entertainment,0.12,0.05,0,0.02,0.2
7655,Cabela's_Big_Game_Hunter_(2008),PS2,2007,Sports,Activision_Value,0.1,0.08,0,0.03,0.2
7656,Grandia_II,DC,2000,Role-Playing,Ubisoft,0,0,0.2,0,0.2
7657,Namco_Museum_Vol.4,PS,1996,Misc,Sony_Computer_Entertainment,0.02,0.01,0.16,0.01,0.2
7658,The_Cheetah_Girls:_Passport_to_Stardom,DS,2008,Misc,Disney_Interactive_Studios,0.18,0,0,0.01,0.2
7659,UFC_Personal_Trainer:_The_Ultimate_Fitness_System,Wii,2011,Sports,THQ,0.12,0.06,0,0.02,0.2
7660,How_to_Train_Your_Dragon_2,X360,2014,Adventure,Little_Orbit,0.05,0.13,0,0.02,0.2
7661,Shark_Tale,XB,2004,Action,Activision,0.15,0.04,0,0.01,0.2
7662,NFL_Street_2,GC,2004,Sports,Electronic_Arts,0.15,0.04,0,0.01,0.2
7663,Pro_Yaky?_Spirits_2013,PSP,2013,Sports,Konami_Digital_Entertainment,0,0,0.2,0,0.2
7664,Teenage_Mutant_Ninja_Turtles_3:_Mutant_Nightmare,PS2,2005,Action,Konami_Digital_Entertainment,0.1,0.08,0,0.03,0.2
7665,My_Secret_World_by_Imagine,DS,2008,Misc,Ubisoft,0,0.2,0,0,0.2
7666,Soldier_of_Fortune:_Payback,X360,2007,Shooter,Activision,0.18,0.01,0,0.01,0.2
7667,Ridge_Racer,PSV,2011,Racing,Namco_Bandai_Games,0.04,0.08,0.05,0.03,0.2
7668,Bleach:_The_3rd_Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2
7669,Gladius,PS2,2003,Strategy,Activision,0.1,0.08,0,0.03,0.2
7670,Family_Feud:_2012_Edition,Wii,2011,Misc,Ubisoft,0.19,0,0,0.01,0.2
7671,Dave_Mirra_Freestyle_BMX_2,XB,2001,Sports,Acclaim_Entertainment,0.15,0.04,0,0.01,0.2
7672,Spore_Hero_Arena,DS,2009,Simulation,Electronic_Arts,0.18,0,0,0.01,0.2
7673,Pro_Yaky?_Spirits_2012,PSP,2012,Sports,Konami_Digital_Entertainment,0,0,0.2,0,0.2
7674,Puzzle_&_Dragons_X:_God_Chapter_/_Dragon_Chapter,3DS,2016,Action,GungHo,0,0,0.2,0,0.2
7675,SpongeBob_SquarePants:_Revenge_of_the_Flying_Dutchman,GC,2002,Platform,THQ,0.15,0.04,0,0.01,0.2
7676,Record_of_Agarest_War,X360,2008,Role-Playing,Compile_Heart,0.18,0,0.01,0.01,0.2
7677,Baja:_Edge_of_Control,X360,2008,Racing,THQ,0.12,0.06,0,0.02,0.2
7678,Sid_Meier's_Pirates!,PSP,2007,Strategy,Take-Two_Interactive,0.16,0.01,0,0.02,0.2
7679,Taiko_no_Tatsujin:_Go!_Go!_Godaime,PS2,2004,Misc,Namco_Bandai_Games,0,0,0.2,0,0.2
7680,Taiko_Drum_Master,PS2,2004,Misc,Namco_Bandai_Games,0.1,0.08,0,0.03,0.2
7681,High_School_Musical_3:_Senior_Year_DANCE!,X360,2008,Misc,Disney_Interactive_Studios,0.18,0,0,0.01,0.2
7682,Harry_Potter_and_the_Goblet_of_Fire,PSP,2005,Action,Electronic_Arts,0.17,0.01,0,0.02,0.2
7683,Bust-A-Move_2_Arcade_Edition,PS,1995,Puzzle,Acclaim_Entertainment,0.11,0.07,0,0.01,0.2
7684,South_Park:_The_Stick_of_Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.02,0.2
7685,Tom_Clancy's_Splinter_Cell:_Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0,0.02,0.2
7686,Tetris_Worlds_(Online_Edition),XB,2003,Puzzle,THQ,0.15,0.04,0,0.01,0.2
7687,Armored_Core_4,PS3,2006,Simulation,505_Games,0.09,0,0.09,0.01,0.2
7688,Sleeping_Dogs,XOne,2014,Action,Square_Enix,0.1,0.09,0,0.02,0.2
7689,Forgotten_Realms:_Demon_Stone,PS2,2004,Action,Atari,0.1,0.08,0,0.03,0.2
7690,Super_Baseball_Simulator_1.000,SNES,1991,Sports,Culture_Brain,0,0,0.2,0,0.2
7691,Barbie_Horse_Adventures:_Riding_Camp,Wii,2008,Sports,Activision,0.18,0,0,0.01,0.2
7692,Resident_Evil:_Revelations,WiiU,2013,Action,Capcom,0.07,0.08,0.03,0.01,0.2
7693,Go_Play:_Lumberjacks,Wii,2009,Simulation,Majesco_Entertainment,0.18,0,0,0.01,0.2
7694,Looney_Tunes:_Space_Race,PS2,2002,Racing,Infogrames,0.1,0.08,0,0.03,0.2
7695,Puzzle_Challenge:_Crosswords_and_More!,PSP,2006,Puzzle,Crave_Entertainment,0.18,0,0,0.01,0.2
7696,NASCAR_Unleashed,Wii,2011,Racing,Activision,0.18,0,0,0.01,0.2
7697,Backyard_Hockey,GBA,2003,Sports,Atari,0.14,0.05,0,0,0.2
7698,Playboy:_The_Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2
7699,Jikkyou_Powerful_Pro_Yakyuu_2010,PSP,2010,Sports,Konami_Digital_Entertainment,0,0,0.2,0,0.2
7700,Shiren_the_Wanderer,Wii,2008,Role-Playing,Sega,0.08,0,0.11,0.01,0.2
7701,Ore_no_Shikabane_o_Koete_Yuke,PSP,2011,Role-Playing,Sony_Computer_Entertainment,0,0,0.2,0,0.2
7702,Shaman_King:_Spirit_of_Shamans,PS,2002,Action,Namco_Bandai_Games,0,0,0.18,0.01,0.2
7703,Tiger_Woods_PGA_Tour_06,PSP,2005,Sports,Electronic_Arts,0.18,0,0,0.01,0.2
7704,Conan,X360,2007,Action,THQ,0.16,0.02,0,0.02,0.2
7705,Ratatouille,GBA,2007,Action,THQ,0.14,0.05,0,0,0.2
7706,The_Fairly_Odd_Parents:_Enter_the_Cleft,GBA,2002,Platform,THQ,0.14,0.05,0,0,0.2
7707,Warriors_Orochi,X360,2007,Action,Tecmo_Koei,0.17,0.01,0,0.02,0.2
7708,MC_Groovz_Dance_Craze,GC,2004,Misc,Mad_Catz,0.15,0.04,0,0.01,0.2
7709,The_Thing,XB,2002,Adventure,Vivendi_Games,0.15,0.04,0,0.01,0.2
7710,Tom_and_Jerry_in_House_Trap,PS,2000,Action,Ubisoft,0.11,0.07,0,0.01,0.2
7711,Power_Rangers:_Time_Force,GBA,2001,Action,THQ,0.14,0.05,0,0,0.2
7712,101-in-1_Explosive_Megamix,DS,2008,Puzzle,Nordcurrent,0.05,0.13,0,0.02,0.2
7713,X-Men_Origins:_Wolverine,DS,2009,Action,Activision,0.15,0.03,0,0.02,0.2
7714,Jikkyou_Powerful_Pro_Yakyuu_2011,PSP,2011,Sports,Konami_Digital_Entertainment,0,0,0.2,0,0.2
7715,DS_Kageyama_Method:_Dennou_Hanpuku_-_Masu_x_Masu_Hyaku_Masu_Keisan,DS,2006,Misc,Shogakukan,0,0,0.2,0,0.2
7716,Baldur's_Gate:_Dark_Alliance,XB,2002,Role-Playing,Virgin_Interactive,0.15,0.04,0,0.01,0.2
7717,Family_Guy,PSP,2006,Action,Take-Two_Interactive,0.18,0,0,0.02,0.2
7718,Prince_of_Persia:_Warrior_Within,GC,2004,Action,Ubisoft,0.15,0.04,0,0.01,0.2
7719,UFC:_Tapout,XB,2002,Fighting,Crave_Entertainment,0.14,0.05,0,0.01,0.2
7720,Aikatsu!_Cinderella_Lesson,3DS,2012,Role-Playing,Namco_Bandai_Games,0,0,0.2,0,0.2
7721,Marvel_Super_Hero_Squad:_Comic_Combat,Wii,2011,Action,THQ,0.15,0.03,0,0.01,0.2
7722,Test_Drive_Unlimited_2,PC,N/A,Racing,Atari,0.05,0.11,0,0.03,0.2
7723,Mega_Man_Legacy_Collection,3DS,2016,Platform,Capcom,0.13,0,0.05,0.02,0.2
7724,Predator:_Concrete_Jungle,PS2,2005,Action,Vivendi_Games,0.1,0.07,0,0.03,0.2
7725,Beyblade:_Metal_Fusion_-_Battle_Fortress,Wii,2009,Action,Konami_Digital_Entertainment,0.15,0,0.03,0.01,0.2
7726,WipeOut_3_The_Game,3DS,2012,Action,Activision,0.18,0,0,0.01,0.2
7727,Big_Mutha_Truckers_2,PS2,2005,Racing,Xplosiv,0.1,0.07,0,0.03,0.2
7728,Shutter_Island,PC,2009,Adventure,Merscom_LLC,0,0.17,0,0.03,0.2
7729,The_Naked_Brothers_Band:_The_Video_Game,DS,2008,Misc,THQ,0.18,0,0,0.01,0.2
7730,Demon_Gaze,PSV,2013,Role-Playing,Nippon_Ichi_Software,0.06,0.03,0.08,0.02,0.2
7731,Zombie_Army_Trilogy,PS4,2015,Shooter,Rebellion_Developments,0.04,0.12,0,0.03,0.2
7732,NHL_FaceOff_2001,PS2,2001,Sports,Sony_Computer_Entertainment,0.1,0.07,0,0.02,0.2
7733,Mana_Khemia_2:_Fall_of_Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2
7734,The_Great_Escape,PS2,2003,Action,SCi,0.1,0.07,0,0.02,0.2
7735,Dexter's_Lab_Chess_Challenge,GBA,2002,Misc,BAM!_Entertainment,0.14,0.05,0,0,0.2
7736,Nostalgia,DS,2008,Role-Playing,Tecmo_Koei,0.16,0,0.02,0.01,0.19
7737,DiRT_Showdown,PS3,2012,Racing,Codemasters,0.02,0.13,0,0.04,0.19
7738,Iron_Chef_America:_Supreme_Cuisine,DS,2008,Simulation,Destineer,0.18,0,0,0.01,0.19
7739,Arcade_Shooting_Gallery,Wii,2008,Shooter,Zoo_Games,0.18,0,0,0.01,0.19
7740,The_Rise_of_the_Argonauts,PS3,2008,Role-Playing,Codemasters,0.05,0.12,0,0.03,0.19
7741,Big_Mutha_Truckers,XB,2002,Racing,Empire_Interactive,0.15,0.04,0,0.01,0.19
7742,ESA_Foundation_Compilation,PS2,2005,Misc,Sony_Computer_Entertainment,0.1,0.07,0,0.02,0.19
7743,The_Hobbit,GBA,2003,Platform,Vivendi_Games,0.14,0.05,0,0,0.19
7744,The_King_of_Fighters_XI,PS2,2006,Fighting,Ignition_Entertainment,0.07,0.06,0.04,0.02,0.19
7745,Ninja_Gaiden_3,WiiU,2012,Action,Nintendo,0.15,0.03,0,0.02,0.19
7746,Metro:_Last_Light,PC,2013,Action,Deep_Silver,0.06,0.11,0,0.02,0.19
7747,Dragon_Ball_Z:_Idainaru_Dragon_Ball_Densetsu,PS,1996,Fighting,Namco_Bandai_Games,0,0,0.18,0.01,0.19
7748,Silent_Hill_HD_Collection,X360,2012,Action,Konami_Digital_Entertainment,0.11,0.06,0.01,0.02,0.19
7749,Bound_By_Flame,PS4,2014,Role-Playing,Focus_Home_Interactive,0.07,0.08,0,0.04,0.19
7750,Conflict:_Denied_Ops,X360,2008,Shooter,Eidos_Interactive,0.08,0.09,0,0.02,0.19
7751,Saw_II:_Flesh_&_Blood,PS3,2010,Action,Konami_Digital_Entertainment,0.1,0.07,0,0.03,0.19
7752,Ice_Age:_Dawn_of_the_Dinosaurs,PS3,2009,Action,Activision,0.13,0.04,0,0.02,0.19
7753,Sniper_Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0,0.02,0.19
7754,Arc_Rise_Fantasia,Wii,2009,Role-Playing,Marvelous_Interactive,0.13,0,0.06,0.01,0.19
7755,"Ni_Hao,_Kai-lan:_Super_Game_Day",Wii,2009,Misc,Take-Two_Interactive,0.18,0,0,0.01,0.19
7756,Kouchuu_Ouja_Mushi_King:_Greatest_Champion_e_no_Michi_DS,DS,2005,Action,Sega,0,0,0.19,0,0.19
7757,Dynasty_Warriors:_Gundam_2,X360,2008,Action,Namco_Bandai_Games,0.07,0.03,0.08,0.01,0.19
7758,Petz_Pony:_Beauty_Pageant,DS,2009,Simulation,Ubisoft,0.18,0,0,0.01,0.19
7759,Parlor!_Mini_4,SNES,1996,Misc,Nippon_Telenet,0,0,0.19,0,0.19
7760,Breath_of_Fire_II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0,0,0.19
7761,The_Spiderwick_Chronicles,Wii,2008,Action,Vivendi_Games,0.17,0.01,0,0.01,0.19
7762,Danganronpa_2:_Goodbye_Despair,PSP,2012,Misc,Spike,0,0,0.19,0,0.19
7763,Aliens_vs_Predator,PC,2010,Shooter,Sega,0,0.17,0,0.02,0.19
7764,Ice_Age_2:_The_Meltdown,GC,2006,Platform,Vivendi_Games,0.15,0.04,0,0.01,0.19
7765,Steins;Gate,PSP,2011,Adventure,Kadokawa_Shoten,0,0,0.19,0,0.19
7766,Enchanted_Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.02,0.19
7767,Dinotopia:_The_Timestone_Pirates,GBA,2002,Action,TDK_Core,0.14,0.05,0,0,0.19
7768,Power_Pro_Kun_Pocket_12,DS,2009,Sports,Konami_Digital_Entertainment,0,0,0.19,0,0.19
7769,J-League_Jikkyou_Winning_Eleven_3,PS,1997,Sports,Konami_Digital_Entertainment,0,0,0.18,0.01,0.19
7770,The_Sims_4:_Get_Together,PC,2015,Simulation,Electronic_Arts,0.05,0.13,0,0.01,0.19
7771,Jissen_Pachi-Slot_Hisshouhou,SNES,1993,Misc,Sammy_Corporation,0,0,0.19,0,0.19
7772,Pac-Man_&_Galaga_Dimensions,3DS,2011,Misc,Namco_Bandai_Games,0.1,0.04,0.04,0.01,0.19
7773,Quantum_Theory,PS3,2010,Shooter,Tecmo_Koei,0.05,0.09,0.02,0.03,0.19
7774,Manhunt,XB,2004,Action,Take-Two_Interactive,0.14,0.04,0,0.01,0.19
7775,NCAA_Final_Four_2003,PS2,2002,Sports,Sony_Computer_Entertainment,0.09,0.07,0,0.02,0.19
7776,Air_Conflicts:_Secret_Wars,PS3,2011,Simulation,bitComposer_Games,0.1,0.06,0,0.03,0.19
7777,Rio,Wii,2011,Misc,THQ,0.14,0.04,0,0.01,0.19
7778,Dream_Salon,DS,2009,Misc,Zoo_Digital_Publishing,0.18,0,0,0.01,0.19
7779,Scene_It?_Twilight,DS,2010,Misc,Konami_Digital_Entertainment,0.11,0.07,0,0.02,0.19
7780,Disgaea_DS,DS,2008,Role-Playing,Square_Enix,0.11,0.02,0.05,0.01,0.19
7781,Peter_Jackson's_King_Kong:_The_Official_Game_of_the_Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0,0.02,0.19
7782,Space_Invaders_Extreme_2,DS,2009,Shooter,Square_Enix,0.17,0.01,0,0.01,0.19
7783,X-Men_Origins:_Wolverine,PSP,2009,Action,Activision,0.13,0.03,0,0.03,0.19
7784,Great_Phoenix_Wright:_Ace_Attorney_-_Naruhodou_Ryuunosuke_no_Bouken,3DS,2015,Action,Capcom,0,0,0.19,0,0.19
7785,Mystery_Tales_of_Time_Travel,DS,2010,Puzzle,Foreign_Media_Games,0.01,0.16,0,0.02,0.19
7786,J-League_Excite_Stage_'96,SNES,1996,Sports,Epoch,0,0,0.19,0,0.19
7787,Risen,X360,2009,Role-Playing,Deep_Silver,0.07,0.11,0,0.01,0.19
7788,Hidden_Mysteries:_Vampire_Secrets,DS,2010,Adventure,Astragon,0.06,0.11,0,0.02,0.19
7789,New_Love_Plus,3DS,2012,Simulation,Konami_Digital_Entertainment,0,0,0.19,0,0.19
7790,Final_Fantasy_XI,X360,2006,Role-Playing,Square_Enix,0.17,0.01,0,0.01,0.19
7791,Breath_of_Fire:_Dragon_Quarter,PS2,2002,Role-Playing,Capcom,0.09,0.07,0,0.02,0.19
7792,Jikkyou_J-League_Perfect_Striker,N64,1996,Sports,Konami_Digital_Entertainment,0,0,0.19,0,0.19
7793,Dante's_Inferno,PSP,2010,Action,Electronic_Arts,0.12,0.03,0.01,0.03,0.19
7794,Shrek:_Forever_After,PS3,2010,Platform,Activision,0.16,0.02,0,0.02,0.19
7795,Rock_Band_Country_Track_Pack,PS3,2009,Misc,MTV_Games,0.18,0,0,0.01,0.19
7796,Super_Robot_Taisen:_Scramble_Commander,PS2,2003,Strategy,Banpresto,0,0,0.19,0,0.19
7797,Re-Volt,PS,1998,Racing,Acclaim_Entertainment,0.11,0.07,0,0.01,0.19
7798,Conception_II:_Children_of_the_Seven_Stars,PSV,2013,Role-Playing,Screenlife,0.13,0,0.04,0.02,0.19
7799,Descent,PS,1996,Shooter,Interplay,0.11,0.07,0,0.01,0.19
7800,Supreme_Commander_2,PC,2010,Strategy,Square_Enix,0,0.15,0,0.04,0.19
7801,DanceMasters,X360,2010,Misc,Konami_Digital_Entertainment,0.15,0.02,0.02,0.01,0.19
7802,50_Cent:_Blood_on_the_Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19
7803,Disney's_Magical_Mirror_Starring_Mickey_Mouse,GC,2002,Adventure,Nintendo,0.15,0.04,0,0.01,0.19
7804,Need_for_Speed:_The_Run,3DS,2011,Action,Electronic_Arts,0.09,0.09,0,0.02,0.19
7805,Jeep_Thrills,Wii,2008,Racing,Zoo_Digital_Publishing,0.18,0,0,0.01,0.19
7806,Conflict:_Denied_Ops,PS3,2008,Shooter,Eidos_Interactive,0.05,0.1,0,0.03,0.19
7807,FaceBreaker,X360,2008,Fighting,Electronic_Arts,0.15,0.02,0,0.02,0.19
7808,Major_League_Baseball_2K12,PS3,2012,Sports,Take-Two_Interactive,0.18,0,0,0.01,0.19
7809,Might_&_Magic:_Clash_of_Heroes,DS,2009,Role-Playing,Ubisoft,0.16,0.02,0,0.01,0.19
7810,Avatar:_The_Last_Airbender_-_Into_the_Inferno,Wii,2008,Adventure,THQ,0.17,0.01,0,0.01,0.19
7811,IHRA_Professional_Drag_Racing_2005,PS2,2004,Racing,Bethesda_Softworks,0.09,0.07,0,0.02,0.19
7812,Mace_Griffin:_Bounty_Hunter,PS2,2003,Shooter,Electronic_Arts,0.09,0.07,0,0.02,0.19
7813,Legacy_of_Kain:_Defiance,XB,2003,Action,Eidos_Interactive,0.14,0.04,0,0.01,0.19
7814,Story_of_Seasons:_Good_Friends_of_the_Three_Villages,3DS,2016,Simulation,Marvelous_Interactive,0,0,0.19,0,0.19
7815,Chaotic:_Shadow_Warriors,Wii,2009,Action,Activision,0.18,0,0,0.01,0.19
7816,Majin_and_the_Forsaken_Kingdom,X360,2010,Adventure,Namco_Bandai_Games,0.14,0.03,0,0.01,0.19
7817,Trivial_Pursuit_unhinged,PS2,2004,Misc,Atari,0.09,0.07,0,0.02,0.19
7818,Tales_of_the_World:_Narikiri_Dungeon_2,GBA,2002,Role-Playing,Namco_Bandai_Games,0,0,0.19,0,0.19
7819,Spider-Man:_Shattered_Dimensions,DS,2010,Action,Activision,0.17,0.01,0,0.01,0.19
7820,Aliens_versus_Predator:_Extinction,PS2,2003,Strategy,Electronic_Arts,0.09,0.07,0,0.02,0.19
7821,Plants_vs._Zombies,PS3,2011,Strategy,PopCap_Games,0.18,0,0,0.01,0.19
7822,NBA_Live_14,XOne,2013,Sports,Electronic_Arts,0.16,0.02,0,0.01,0.19
7823,Silent_Scope_2:_Dark_Silhouette,PS2,2001,Shooter,Konami_Digital_Entertainment,0.09,0.07,0,0.02,0.19
7824,Dave_Mirra_Freestyle_BMX_2,GBA,2001,Sports,Acclaim_Entertainment,0.14,0.05,0,0,0.19
7825,Jikkyou_Powerful_Pro_Yakyuu_'96_Kaimakuban,SNES,1996,Sports,Konami_Digital_Entertainment,0,0,0.19,0,0.19
7826,Tokimeki_Memorial_Girl's_Side_3rd_Story,DS,2010,Adventure,Konami_Digital_Entertainment,0,0,0.19,0,0.19
7827,NHL_Hitz_Pro,PS2,2003,Sports,Midway_Games,0.09,0.07,0,0.02,0.19
7828,Tom_Clancy's_Splinter_Cell:_Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0,0.03,0.19
7829,Allied_General,PS,1996,Strategy,SSI,0.11,0.07,0,0.01,0.19
7830,Fire_ProWrestling_G,PS,1999,Fighting,Human_Entertainment,0,0,0.18,0.01,0.19
7831,Kamen_Rider:_Battride_War,PS3,2013,Action,Namco_Bandai_Games,0,0,0.19,0,0.19
7832,Binary_Domain,X360,2012,Action,Sega,0.09,0.07,0.02,0.02,0.19
7833,IL-2_Sturmovik:_Birds_of_Prey,PSP,2009,Simulation,505_Games,0.08,0.07,0,0.04,0.19
7834,Farming_Simulator_2015,XOne,2015,Simulation,Koch_Media,0.1,0.07,0,0.02,0.19
7835,Armored_Core:_For_Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19
7836,Mahjong:_Journey_Quest_for_Tikal,DS,2008,Puzzle,Rondomedia,0.15,0.03,0,0.01,0.19
7837,uDraw_Studio:_Instant_Artist,Wii,2011,Misc,THQ,0.08,0.09,0,0.02,0.19
7838,Naruto:_Ninja_Destiny,DS,2006,Fighting,Namco_Bandai_Games,0.02,0.01,0.16,0,0.19
7839,GunGriffon,SAT,1995,Simulation,Sega,0,0,0.19,0,0.19
7840,SingStar_Pop_Vol.2,PS2,2008,Misc,Sony_Computer_Entertainment,0.09,0.07,0,0.02,0.19
7841,SNK_Arcade_Classics_Vol._1,PS2,2008,Misc,Ignition_Entertainment,0.09,0.07,0,0.02,0.19
7842,Darkstalkers_3,PS,1998,Fighting,Capcom,0.11,0.07,0,0.01,0.19
